CBANK,FREQ,P3,P2,P1,P0
101,7428447560.66,-0.0006,0.0038,0.0009,0.9982
102,7434303151.47,-0.0006,0.0038,0.0009,0.9982
103,7440748483.97,-0.0006,0.0038,0.0009,0.9982
104,7465064982.9,-0.0006,0.0039,0.0009,0.9982
105,7471543380.12,-0.0006,0.0039,0.0009,0.9982
106,7477471567.84,-0.0006,0.0039,0.0009,0.9982
107,7484019973.12,-0.0006,0.0039,0.0009,0.9982
108,7488218340.02,-0.0006,0.0039,0.0009,0.9982
109,7494758110.17,-0.0006,0.0039,0.0009,0.9982
110,7500773288.74,-0.0006,0.0039,0.0009,0.9982
111,7507386377.35,-0.0006,0.0039,0.0009,0.9982
112,7533283353.47,-0.0006,0.0039,0.001,0.9982
113,7539941722.04,-0.0006,0.0039,0.001,0.9982
114,7546044232.31,-0.0006,0.004,0.001,0.9982
115,7552776938.36,-0.0006,0.004,0.001,0.9982
116,7557082336.17,-0.0007,0.004,0.001,0.9982
117,7563809917.22,-0.0007,0.004,0.001,0.9981
118,7569983301.3,-0.0007,0.004,0.001,0.9981
119,7576785511.4,-0.0007,0.004,0.001,0.9981
120,7601686838.28,-0.0007,0.004,0.001,0.9981
121,7608538651.63,-0.0007,0.004,0.001,0.9981
122,7614805372.82,-0.0007,0.004,0.001,0.9981
123,7621732743.15,-0.0007,0.0041,0.001,0.9981
124,7626144994.99,-0.0007,0.0041,0.001,0.9981
125,7633064828.16,-0.0007,0.0041,0.001,0.9981
126,7639414667.42,-0.0007,0.0041,0.001,0.9981
127,7646412588.23,-0.0007,0.0041,0.001,0.9981
128,7640352262.55,-0.0007,0.0042,0.0011,0.998
129,7647293168.87,-0.0007,0.0042,0.0011,0.998
130,7653683559.38,-0.0007,0.0042,0.0011,0.998
131,7660673912.16,-0.0007,0.0042,0.0011,0.998
132,7665558141.25,-0.0007,0.0042,0.0011,0.998
133,7672554288.21,-0.0007,0.0042,0.0011,0.998
134,7679037200.44,-0.0007,0.0042,0.0011,0.998
135,7686085772.76,-0.0007,0.0042,0.0011,0.998
136,7722645171.75,-0.0007,0.0043,0.0011,0.998
137,7729815487.89,-0.0007,0.0043,0.0011,0.998
138,7736459763.32,-0.0007,0.0043,0.0011,0.998
139,7743689046.22,-0.0007,0.0043,0.0011,0.998
140,7748751802.35,-0.0007,0.0043,0.0011,0.998
141,7755984772.65,-0.0008,0.0043,0.0011,0.998
142,7762715037.92,-0.0008,0.0043,0.0011,0.998
143,7770016802.88,-0.0008,0.0043,0.0011,0.998
144,7808024771.25,-0.0008,0.0044,0.0012,0.9979
145,7815454380.02,-0.0008,0.0044,0.0012,0.9979
146,7822341496.91,-0.0008,0.0044,0.0012,0.9979
147,7829847919.72,-0.0008,0.0044,0.0012,0.9979
148,7835098056.88,-0.0008,0.0044,0.0012,0.9979
149,7842600045.12,-0.0008,0.0044,0.0012,0.9979
150,7849575777,-0.0008,0.0044,0.0012,0.9979
151,7857145928.54,-0.0008,0.0044,0.0012,0.9979
152,7895685173.26,-0.0008,0.0045,0.0012,0.9979
153,7903381445.82,-0.0008,0.0045,0.0012,0.9979
154,7910536989.5,-0.0008,0.0045,0.0012,0.9979
155,7918303388.19,-0.0008,0.0045,0.0012,0.9979
156,7923760406.63,-0.0008,0.0045,0.0012,0.9979
157,7931529410.85,-0.0008,0.0045,0.0012,0.9978
158,7938774537.17,-0.0008,0.0045,0.0012,0.9978
159,7946616898.09,-0.0008,0.0045,0.0012,0.9978
160,7977760717.37,-0.0008,0.0046,0.0013,0.9978
161,7985745497.59,-0.0008,0.0046,0.0013,0.9978
162,7993132677.38,-0.0008,0.0046,0.0013,0.9978
163,8001183653.8,-0.0009,0.0046,0.0013,0.9978
164,8006790404.58,-0.0009,0.0046,0.0013,0.9978
165,8014849270.23,-0.0009,0.0046,0.0013,0.9978
166,8022342477.67,-0.0009,0.0046,0.0013,0.9978
167,8030474576.85,-0.0009,0.0047,0.0013,0.9978
168,8069118724.24,-0.0009,0.0047,0.0013,0.9977
169,8077388274.18,-0.0009,0.0047,0.0013,0.9977
170,8085059955.96,-0.0009,0.0047,0.0013,0.9977
171,8093400431.52,-0.0009,0.0047,0.0013,0.9977
172,8099228274.16,-0.0009,0.0047,0.0013,0.9977
173,8107573461.49,-0.0009,0.0047,0.0013,0.9977
174,8115359430.3,-0.0009,0.0048,0.0013,0.9977
175,8123783142.93,-0.0009,0.0048,0.0013,0.9977
176,8165314357.58,-0.0009,0.0048,0.0014,0.9977
177,8173916847.62,-0.0009,0.0048,0.0014,0.9977
178,8181900759.63,-0.0009,0.0048,0.0014,0.9977
179,8190583271.7,-0.0009,0.0048,0.0014,0.9977
180,8196645198.64,-0.0009,0.0048,0.0014,0.9977
181,8205331943.53,-0.0009,0.0049,0.0014,0.9977
182,8213430969.58,-0.0009,0.0049,0.0014,0.9976
183,8222196383.58,-0.0009,0.0049,0.0014,0.9976
184,8262698897.41,-0.001,0.0049,0.0014,0.9976
185,8271601443.83,-0.001,0.0049,0.0014,0.9976
186,8279879644.77,-0.001,0.0049,0.0014,0.9976
187,8288861427.67,-0.001,0.0049,0.0014,0.9976
188,8295135292.72,-0.001,0.005,0.0014,0.9976
189,8304127472.46,-0.001,0.005,0.0014,0.9976
190,8312534039.04,-0.001,0.005,0.0014,0.9976
191,8321615835.99,-0.001,0.005,0.0014,0.9976
192,8267030963.31,-0.001,0.0051,0.0015,0.9975
193,8275876313.96,-0.001,0.0051,0.0015,0.9975
194,8284048598.34,-0.001,0.0051,0.0015,0.9975
195,8292970308.63,-0.001,0.0051,0.0015,0.9975
196,8299106117.04,-0.001,0.0052,0.0015,0.9975
197,8308033942.23,-0.001,0.0052,0.0015,0.9975
198,8316330458.56,-0.0011,0.0052,0.0015,0.9975
199,8325344398.18,-0.0011,0.0052,0.0015,0.9975
200,8369888827,-0.0011,0.0052,0.0015,0.9975
201,8379070363.54,-0.0011,0.0052,0.0015,0.9975
202,8387573074.24,-0.0011,0.0053,0.0015,0.9974
203,8396844889.96,-0.0011,0.0053,0.0015,0.9974
204,8403222983.8,-0.0011,0.0053,0.0015,0.9974
205,8412502946.99,-0.0011,0.0053,0.0015,0.9974
206,8421141344.72,-0.0011,0.0053,0.0015,0.9974
207,8430508279.5,-0.0011,0.0053,0.0015,0.9974
208,8476651328.19,-0.0011,0.0054,0.0016,0.9974
209,8486219217.63,-0.0011,0.0054,0.0016,0.9974
210,8495087827.27,-0.0011,0.0054,0.0016,0.9974
211,8504752031.52,-0.0011,0.0054,0.0016,0.9974
212,8511397943.06,-0.0011,0.0054,0.0016,0.9974
213,8521062015.04,-0.0011,0.0054,0.0016,0.9973
214,8530069571.64,-0.0011,0.0055,0.0016,0.9973
215,8539840941.81,-0.0012,0.0055,0.0016,0.9973
216,8586627183.5,-0.0012,0.0055,0.0017,0.9973
217,8596575415.92,-0.0012,0.0055,0.0017,0.9973
218,8605832261.77,-0.0012,0.0055,0.0017,0.9973
219,8615895561.68,-0.0012,0.0055,0.0017,0.9973
220,8622829507.54,-0.0012,0.0056,0.0017,0.9973
221,8632898269.69,-0.0012,0.0056,0.0017,0.9973
222,8642296552.4,-0.0012,0.0056,0.0017,0.9973
223,8652474499.56,-0.0012,0.0056,0.0017,0.9972
224,8690015438.37,-0.0012,0.0056,0.0017,0.9972
225,8700377465.27,-0.0012,0.0057,0.0018,0.9972
226,8709989111.8,-0.0012,0.0057,0.0018,0.9972
227,8720451316.29,-0.0012,0.0057,0.0018,0.9972
228,8727620792.4,-0.0012,0.0057,0.0018,0.9972
229,8738101751.96,-0.0013,0.0057,0.0018,0.9972
230,8747865876.82,-0.0013,0.0057,0.0018,0.9972
231,8758456617.54,-0.0013,0.0058,0.0018,0.9972
232,8805271413.62,-0.0013,0.0058,0.0018,0.9971
233,8816073531.16,-0.0013,0.0058,0.0018,0.9971
234,8826100831.65,-0.0013,0.0058,0.0018,0.9971
235,8837011694.79,-0.0013,0.0058,0.0018,0.9971
236,8844475970.73,-0.0013,0.0058,0.0018,0.9971
237,8855391245.49,-0.0013,0.0059,0.0019,0.9971
238,8865588495.06,-0.0013,0.0059,0.0019,0.9971
239,8876636332.91,-0.0013,0.0059,0.0019,0.9971
240,8926672203.17,-0.0013,0.0059,0.0019,0.997
241,8937958853.67,-0.0013,0.0059,0.0019,0.997
242,8948446370.44,-0.0013,0.006,0.0019,0.997
243,8959858575.49,-0.0013,0.006,0.0019,0.997
244,8967639795.54,-0.0014,0.006,0.0019,0.997
245,8979063370.85,-0.0014,0.006,0.0019,0.997
246,8989725520.46,-0.0014,0.006,0.0019,0.997
247,9001278482.07,-0.0014,0.0061,0.002,0.997
248,9049932842.5,-0.0014,0.0061,0.002,0.9969
249,9061707206.5,-0.0014,0.0061,0.002,0.9969
250,9072653598.11,-0.0014,0.0061,0.002,0.9969
251,9084525682.78,-0.0014,0.0061,0.002,0.9969
252,9092658535.22,-0.0014,0.0062,0.002,0.9969
253,9008593425.89,-0.0014,0.0062,0.002,0.9969
254,9096599056.77,-0.0014,0.0062,0.002,0.9969
255,9112476398.39,-0.0014,0.0062,0.002,0.9969
