CBANK,FREQ,P3,P2,P1,P0
136,8752447593.65083,-0.001,0.0046,0.0015,0.9977
137,8762410437.48027,-0.001,0.0046,0.0015,0.9977
138,8772408246.6242,-0.001,0.0047,0.0015,0.9977
139,8782439894.84904,-0.0011,0.0047,0.0015,0.9977
140,8792508347.15958,-0.0011,0.0047,0.0015,0.9977
141,8802608333.34001,-0.0011,0.0047,0.0015,0.9977
142,8812744109.45214,-0.0011,0.0047,0.0015,0.9977
143,8822913247.72613,-0.0011,0.0047,0.0015,0.9977
144,8834929054.75498,-0.0011,0.0047,0.0015,0.9976
145,8845176425.73394,-0.0011,0.0047,0.0015,0.9976
146,8855459757.58026,-0.0011,0.0047,0.0015,0.9976
147,8865779092.5701,-0.0011,0.0047,0.0015,0.9976
148,8876136777.98431,-0.0011,0.0047,0.0015,0.9976
149,8886527801.45114,-0.0011,0.0047,0.0015,0.9976
150,8896955597.24839,-0.0011,0.0048,0.0015,0.9976
151,8907419609.78895,-0.0011,0.0048,0.0016,0.9976
152,8918848115.13387,-0.0011,0.0048,0.0016,0.9976
153,8929389838.6264,-0.0011,0.0049,0.0016,0.9976
154,8939968501.36077,-0.0011,0.0049,0.0016,0.9976
155,8950584253.20043,-0.0011,0.0049,0.0016,0.9976
156,8961241283.34778,-0.0011,0.0049,0.0016,0.9976
157,8971930973.79793,-0.0011,0.0049,0.0016,0.9975
158,8982661780.33998,-0.0011,0.0049,0.0016,0.9975
159,8993429552.11847,-0.0011,0.0049,0.0016,0.9975
160,9006101222.0337,-0.0011,0.0049,0.0016,0.9975
161,9016954565.91956,-0.0011,0.0049,0.0016,0.9975
162,9027847703.18058,-0.0011,0.0049,0.0016,0.9975
163,9038779189.17004,-0.0011,0.0049,0.0016,0.9975
164,9049753637.95771,-0.0012,0.005,0.0016,0.9975
165,9060764439.17999,-0.0012,0.005,0.0016,0.9975
166,9071816500.40357,-0.0012,0.005,0.0016,0.9975
167,9082907950.44114,-0.0012,0.005,0.0016,0.9975
168,9095063198.25863,-0.0012,0.0051,0.0017,0.9975
169,9106240340.9983,-0.0012,0.0051,0.0017,0.9974
170,9117458515.42479,-0.0012,0.0051,0.0017,0.9974
171,9128717573.78788,-0.0012,0.0051,0.0017,0.9974
172,9140020182.12641,-0.0012,0.0051,0.0017,0.9974
173,9151362494.93847,-0.0012,0.0051,0.0017,0.9974
174,9162747889.84211,-0.0012,0.0052,0.0017,0.9974
175,9174174466.76071,-0.0012,0.0052,0.0017,0.9974
176,9187567321.95427,-0.0012,0.0051,0.0017,0.9974
177,9199088246.99427,-0.0012,0.0051,0.0017,0.9974
178,9210653318.96796,-0.0012,0.0052,0.0017,0.9974
179,9222259301.39599,-0.0012,0.0052,0.0017,0.9974
180,9233912587.58848,-0.0012,0.0052,0.0017,0.9974
181,9245607845.26098,-0.0012,0.0052,0.0017,0.9974
182,9257348054.60583,-0.0012,0.0052,0.0018,0.9974
183,9269132245.58377,-0.0013,0.0052,0.0018,0.9974
184,9282093086.61446,-0.0013,0.0053,0.0018,0.9973
185,9293971356.86286,-0.0013,0.0053,0.0018,0.9973
186,9305895317.55394,-0.0013,0.0053,0.0018,0.9973
187,9317864857.03296,-0.0013,0.0054,0.0018,0.9973
188,9329882387.63324,-0.0013,0.0054,0.0018,0.9973
189,9341944545.41282,-0.0013,0.0054,0.0018,0.9973
190,9354053736.04289,-0.0013,0.0054,0.0018,0.9973
191,9366208723.72591,-0.0013,0.0054,0.0018,0.9973
192,9380364221.42548,-0.0013,0.0054,0.0018,0.9973
193,9392623369.46341,-0.0013,0.0054,0.0018,0.9973
194,9404930275.98212,-0.0013,0.0054,0.0018,0.9973
195,9417284835.86321,-0.0013,0.0054,0.0019,0.9972
196,9429690057.05634,-0.0013,0.0054,0.0019,0.9972
197,9442142254.75658,-0.0013,0.0054,0.0019,0.9972
198,9454644653.8217,-0.0013,0.0055,0.0019,0.9972
199,9467194953.64984,-0.0013,0.0055,0.0019,0.9972
200,9481054750.61117,-0.0014,0.0056,0.0019,0.9972
201,9493710070.95815,-0.0014,0.0056,0.0019,0.9972
202,9506417164.38421,-0.0014,0.0056,0.0019,0.9972
203,9519174243.52526,-0.0014,0.0056,0.0019,0.9972
204,9531985408.79078,-0.0014,0.0056,0.0019,0.9972
205,9544845069.66704,-0.0014,0.0056,0.0019,0.9971
206,9557757045.33475,-0.0014,0.0057,0.0019,0.9971
207,9570720264.04972,-0.0014,0.0057,0.0019,0.9971
208,9585731872.94035,-0.0014,0.0056,0.002,0.9971
209,9598810114.46783,-0.0014,0.0056,0.002,0.9971
210,9611940950.8571,-0.0014,0.0056,0.002,0.9971
211,9625126134.81134,-0.0014,0.0057,0.002,0.9971
212,9638368185.76127,-0.0014,0.0057,0.002,0.9971
213,9651661986.0095,-0.0014,0.0057,0.002,0.9971
214,9665009966.82477,-0.0014,0.0057,0.002,0.9971
215,9678413690.77654,-0.0014,0.0057,0.002,0.9971
216,9693274915.20464,-0.0015,0.0058,0.002,0.997
217,9706795938.28594,-0.0015,0.0058,0.002,0.997
218,9720372478.44493,-0.0015,0.0059,0.002,0.997
219,9734006323.94847,-0.0015,0.0059,0.002,0.997
220,9747700562.41239,-0.0015,0.0059,0.002,0.997
221,9761449450.28673,-0.0015,0.0059,0.0021,0.997
222,9775254814.7946,-0.0015,0.0059,0.0021,0.997
223,9789120881.7121,-0.0015,0.0059,0.0021,0.997
224,9805041062.30171,-0.0015,0.0059,0.0021,0.997
225,9819031940.6031,-0.0015,0.0059,0.0021,0.997
226,9833082582.99723,-0.0015,0.0059,0.0021,0.997
227,9847193249.51387,-0.0015,0.0059,0.0021,0.9969
228,9861369549.63079,-0.0015,0.0059,0.0021,0.9969
229,9875601663.92742,-0.0015,0.006,0.0021,0.9969
230,9889895211.9496,-0.0015,0.006,0.0021,0.9969
231,9904250460.80006,-0.0015,0.006,0.0022,0.9969
232,9920235896.14352,-0.0016,0.0061,0.0022,0.9969
233,9934724186.55861,-0.0016,0.0061,0.0022,0.9969
234,9949274344.11038,-0.0016,0.0061,0.0022,0.9968
235,9963888203.47138,-0.0016,0.0062,0.0022,0.9968
236,9978571593.55394,-0.0016,0.0062,0.0022,0.9968
237,9993313940.67659,-0.0016,0.0062,0.0022,0.9968
238,10008121601.1624,-0.0016,0.0062,0.0022,0.9968
239,10022995295.4394,-0.0016,0.0062,0.0022,0.9968
240,10039914640.1942,-0.0016,0.0061,0.0023,0.9968
241,10054931271.1891,-0.0016,0.0061,0.0023,0.9968
242,10070011737.0912,-0.0016,0.0062,0.0023,0.9968
243,10085160188.0418,-0.0016,0.0062,0.0023,0.9968
244,10100382864.5455,-0.0016,0.0062,0.0023,0.9968
245,10115668023.2964,-0.0016,0.0062,0.0023,0.9968
246,10131022327.1159,-0.0016,0.0062,0.0023,0.9967
247,10146445452.4371,-0.0016,0.0063,0.0023,0.9967
248,10163700723.6374,-0.0017,0.0064,0.0023,0.9967
249,10179272147.8447,-0.0017,0.0064,0.0023,0.9967
250,10194916238.97,-0.0017,0.0064,0.0024,0.9967
251,10210631653.2325,-0.0017,0.0064,0.0024,0.9967
252,10226425947.4198,-0.0017,0.0065,0.0024,0.9966
253,10242285264.0975,-0.0017,0.0065,0.0024,0.9966
254,10258221637.1841,-0.0017,0.0065,0.0024,0.9966
255,10274229738.1248,-0.0017,0.0065,0.0024,0.9966
