CBANK,FREQ,P3,P2,P1,P0
117,5101232777.2935,-0.0018,0.0077,0.0024,0.9962
118,5108608894.66767,-0.0019,0.0077,0.0024,0.9962
119,5116016568.98452,-0.0019,0.0078,0.0024,0.9962
120,5123854648.73958,-0.0019,0.0079,0.0024,0.9962
121,5131327689.03411,-0.0019,0.0079,0.0024,0.9962
122,5138835484.65532,-0.0019,0.0079,0.0024,0.9962
123,5146374500.82837,-0.0019,0.008,0.0024,0.9961
124,5153947418.68216,-0.0019,0.008,0.0024,0.9961
125,5161553496.42194,-0.0019,0.008,0.0024,0.9961
126,5169192757.097,-0.0019,0.008,0.0024,0.9961
127,5176864918.63823,-0.0019,0.0081,0.0024,0.9961
128,5184898516.62133,-0.0019,0.008,0.0025,0.9961
129,5192642324.21072,-0.002,0.008,0.0025,0.9961
130,5200423286.1506,-0.002,0.008,0.0025,0.9961
131,5208237685.11855,-0.002,0.0081,0.0025,0.996
132,5216087554.6085,-0.002,0.0081,0.0025,0.996
133,5223972836.23273,-0.002,0.0081,0.0025,0.996
134,5231893693.56722,-0.002,0.0081,0.0025,0.996
135,5239850391.05123,-0.002,0.0082,0.0025,0.996
136,5248285586.85988,-0.002,0.0083,0.0026,0.996
137,5256317891.04777,-0.002,0.0083,0.0026,0.9959
138,5264385924.95243,-0.0021,0.0084,0.0026,0.9959
139,5272491665.7112,-0.0021,0.0084,0.0026,0.9959
140,5280633285.78336,-0.0021,0.0084,0.0026,0.9959
141,5288813582.92021,-0.0021,0.0084,0.0026,0.9959
142,5297030195.23315,-0.0021,0.0085,0.0026,0.9959
143,5305286109.793,-0.0021,0.0085,0.0026,0.9959
144,5313902467.50891,-0.0021,0.0084,0.0027,0.9959
145,5322240699.42751,-0.0021,0.0084,0.0027,0.9958
146,5330615464.03112,-0.0021,0.0085,0.0027,0.9958
147,5339032520.15124,-0.0021,0.0085,0.0027,0.9958
148,5347488861.18666,-0.0021,0.0085,0.0027,0.9958
149,5355984960.61594,-0.0021,0.0085,0.0027,0.9958
150,5364518223.10987,-0.0021,0.0086,0.0027,0.9958
151,5373096747.21875,-0.0021,0.0086,0.0027,0.9958
152,5382208963.28656,-0.0022,0.0087,0.0027,0.9957
153,5390870787.96454,-0.0022,0.0088,0.0028,0.9957
154,5399573003.10993,-0.0022,0.0088,0.0028,0.9957
155,5408318216.57258,-0.0022,0.0088,0.0028,0.9957
156,5417105937.33951,-0.0022,0.0089,0.0028,0.9957
157,5425935697.57118,-0.0022,0.0089,0.0028,0.9956
158,5434809245.25544,-0.0022,0.0089,0.0028,0.9956
159,5443725817.30354,-0.0022,0.009,0.0028,0.9956
160,5452988660.38899,-0.0022,0.0088,0.0029,0.9956
161,5461997261.14923,-0.0022,0.0089,0.0029,0.9956
162,5471049960.5974,-0.0022,0.0089,0.0029,0.9956
163,5480147746.69174,-0.0023,0.0089,0.0029,0.9956
164,5489291401.3044,-0.0023,0.009,0.0029,0.9955
165,5498479717.65989,-0.0023,0.009,0.0029,0.9955
166,5507712794.28402,-0.0023,0.009,0.0029,0.9955
167,5516995821.40604,-0.0023,0.0091,0.0029,0.9955
168,5526880023.54269,-0.0023,0.0092,0.003,0.9954
169,5536256973.20731,-0.0024,0.0092,0.003,0.9954
170,5545682396.24614,-0.0024,0.0093,0.003,0.9954
171,5555157307.99035,-0.0024,0.0093,0.003,0.9954
172,5564677978.10116,-0.0024,0.0093,0.003,0.9954
173,5574249242.23342,-0.0024,0.0094,0.003,0.9954
174,5583871051.41777,-0.0024,0.0094,0.003,0.9954
175,5593540618.63174,-0.0024,0.0095,0.003,0.9953
176,5603532077.26794,-0.0024,0.0093,0.0031,0.9953
177,5613306680.89358,-0.0024,0.0093,0.0031,0.9953
178,5623132299.76978,-0.0024,0.0094,0.0031,0.9953
179,5633009036.949,-0.0024,0.0094,0.0032,0.9953
180,5642938418.29795,-0.0024,0.0095,0.0032,0.9953
181,5652918536.18161,-0.0024,0.0095,0.0032,0.9952
182,5662953936.65058,-0.0024,0.0095,0.0032,0.9952
183,5673041733.97942,-0.0024,0.0096,0.0032,0.9952
184,5683810757.71161,-0.0025,0.0097,0.0032,0.9952
185,5694007786.64832,-0.0025,0.0098,0.0032,0.9951
186,5704263522.24723,-0.0025,0.0098,0.0032,0.9951
187,5714570491.75273,-0.0025,0.0098,0.0032,0.9951
188,5724936090.25463,-0.0026,0.0099,0.0033,0.9951
189,5735358541.07306,-0.0026,0.0099,0.0033,0.9951
190,5745836422.17416,-0.0026,0.0099,0.0033,0.995
191,5756371587.95936,-0.0026,0.01,0.0033,0.995
192,5767178801.10056,-0.0025,0.0098,0.0034,0.995
193,5777833775.1761,-0.0026,0.0098,0.0034,0.995
194,5788547098.78687,-0.0026,0.0099,0.0034,0.995
195,5799320886.16057,-0.0026,0.0099,0.0034,0.995
196,5810155268.91048,-0.0026,0.01,0.0034,0.995
197,5821049645.41697,-0.0026,0.01,0.0034,0.9949
198,5832004803.17196,-0.0026,0.01,0.0035,0.9949
199,5843022115.15748,-0.0026,0.0101,0.0035,0.9949
200,5854815668.39359,-0.0027,0.0102,0.0035,0.9948
201,5865960252.1641,-0.0027,0.0103,0.0035,0.9948
202,5877170203.16091,-0.0027,0.0103,0.0035,0.9948
203,5888445025.53083,-0.0027,0.0104,0.0035,0.9948
204,5899784181.84886,-0.0027,0.0104,0.0035,0.9948
205,5911188488.39602,-0.0027,0.0105,0.0036,0.9947
206,5922658210.36084,-0.0027,0.0105,0.0036,0.9947
207,5934196007.44507,-0.0028,0.0105,0.0036,0.9947
208,5945931411.28884,-0.0027,0.0103,0.0037,0.9947
209,5957606642.66018,-0.0027,0.0104,0.0037,0.9947
210,5969350386.57753,-0.0027,0.0104,0.0037,0.9947
211,5981163630.36097,-0.0027,0.0104,0.0037,0.9946
212,5993047739.06576,-0.0027,0.0105,0.0037,0.9946
213,6005001726.17859,-0.0028,0.0105,0.0038,0.9946
214,6017027420.3466,-0.0028,0.0106,0.0038,0.9946
215,6029125095.12416,-0.0028,0.0106,0.0038,0.9945
216,6042108970.41398,-0.0029,0.0108,0.0038,0.9945
217,6054358749.89868,-0.0029,0.0108,0.0038,0.9945
218,6066682488.0345,-0.0029,0.0109,0.0038,0.9944
219,6079080612.09536,-0.0029,0.0109,0.0039,0.9944
220,6091554913.44616,-0.0029,0.011,0.0039,0.9944
221,6104105401.99514,-0.0029,0.011,0.0039,0.9944
222,6116736002.67746,-0.0029,0.0111,0.0039,0.9943
223,6129444346.8179,-0.0029,0.0111,0.0039,0.9943
224,6142223701.34919,-0.0029,0.0109,0.004,0.9943
225,6155091091.32419,-0.0029,0.0109,0.004,0.9943
226,6168039304.02527,-0.0029,0.0109,0.0041,0.9943
227,6181069531.0103,-0.0029,0.011,0.0041,0.9943
228,6194182407.59122,-0.0029,0.011,0.0041,0.9942
229,6207378688.45108,-0.0029,0.0111,0.0041,0.9942
230,6220658407.49585,-0.0029,0.0111,0.0041,0.9942
231,6234022866.4322,-0.0029,0.0112,0.0041,0.9942
232,6248409615.88233,-0.003,0.0114,0.0042,0.9941
233,6261953807.7524,-0.0031,0.0114,0.0042,0.9941
234,6275584985.81405,-0.0031,0.0115,0.0042,0.994
235,6289308182.71732,-0.0031,0.0115,0.0042,0.994
236,6303118902.48517,-0.0031,0.0116,0.0043,0.994
237,6317020931.42979,-0.0031,0.0116,0.0043,0.994
238,6331015225.00832,-0.0031,0.0117,0.0043,0.9939
239,6345101195.85916,-0.0031,0.0117,0.0043,0.9939
240,6359064649.48416,-0.003,0.0114,0.0044,0.9939
241,6373338004.18475,-0.003,0.0114,0.0044,0.9939
242,6387709372.99917,-0.003,0.0115,0.0045,0.9939
243,6402176042.44369,-0.0031,0.0115,0.0045,0.9939
244,6416742000.03849,-0.0031,0.0116,0.0045,0.9938
245,6431408671.72099,-0.0031,0.0116,0.0045,0.9938
246,6446173932.22392,-0.0031,0.0117,0.0045,0.9938
247,6461040772.69987,-0.0031,0.0117,0.0046,0.9938
248,6477088070.97308,-0.0032,0.012,0.0046,0.9937
249,6492170488.87094,-0.0032,0.012,0.0046,0.9936
250,6507356228.47198,-0.0032,0.0121,0.0046,0.9936
251,6522647851.18933,-0.0032,0.0121,0.0047,0.9936
252,6538048430.92436,-0.0033,0.0122,0.0047,0.9936
253,6553559587.32444,-0.0033,0.0122,0.0047,0.9935
254,6569179342.98249,-0.0033,0.0123,0.0047,0.9935
255,6584908258.55841,-0.0033,0.0123,0.0047,0.9935
